context_id,length,total_samples,eligible_sequences,terminated_before_length,canonical_sequences,noncanonical_sequences,canonical_percentage,canonical_ci95_low,canonical_ci95_high
dataset-002,96,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,97,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,98,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,99,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,100,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,101,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,102,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,103,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,104,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,105,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,106,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,107,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,108,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,109,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,110,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,111,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,112,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,113,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,114,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,115,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,116,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,117,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,118,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,119,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,120,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,121,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,122,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,123,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,124,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,125,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,126,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,127,16,16,0,10,6,62.5,38.64104054550271,81.51876744113636
